,region,year,unit_type,main_gks,additional,ministry_mvd,ministry_defence,map_region,id,num_all,num_partial,num_defence_all,num_defence_service,num_defence_disability,num_defence_lost,num_mvd_all,num_mvd_service,num_mvd_disability,num_mvd_lost,pens_total,pens_age,pens_disability,pens_service,pens_social,pens_lost,pens2livmin,cpi,working,population,urban,unempl,grppc
0,Алтайский край,1994,1,        Алтайский край,        Алтайский край,Алтайский край,        Алтайский край,Altay,2,,,,,,,,,,,,,,,,,,,1520890,2689296,51.97,,
1,Алтайский край,1995,1,        Алтайский край,        Алтайский край,Алтайский край,        Алтайский край,Altay,2,,,,,,,,,,,,,,,,,127.2,,1525871,2691148,52.45,,
2,Алтайский край,1996,1,        Алтайский край,        Алтайский край,Алтайский край,        Алтайский край,Altay,2,,,,,,,,,,,,,,,,,142,,1532373,2682355,52.55,,7605.8
3,Алтайский край,1997,1,        Алтайский край,        Алтайский край,Алтайский край,        Алтайский край,Altay,2,,,,,,,,,,,,,,,,,144.9,,1546581,2673562,52.76,,7431
4,Алтайский край,1998,1,        Алтайский край,        Алтайский край,Алтайский край,        Алтайский край,Altay,2,,,,,,,,,,,398.2,,,,,,105.7,,1565124,2666601,52.89,,8012.4
5,Алтайский край,1999,1,        Алтайский край,        Алтайский край,Алтайский край,        Алтайский край,Altay,2,,,9546,6937,961,1648,,,,,517.1,,,,,,99.4,,1584498,2657204,52.77,,12204.8
6,Алтайский край,2000,1,        Алтайский край,        Алтайский край,Алтайский край,        Алтайский край,Altay,2,,,10277,7565,961,1751,,,,,815.4,,,,,,99.3,,1602096,2646355,52.8,11.7,17660.5
7,Алтайский край,2001,1,        Алтайский край,        Алтайский край,Алтайский край,        Алтайский край,Altay,2,,,10345,7649,948,1748,,,,,1114,,,,,,112.6,,1608270,2631066,53.06,10,23509
8,Алтайский край,2002,1,        Алтайский край,        Алтайский край,Алтайский край,        Алтайский край,Altay,2,,,10204,7819,795,1590,,,,,1403,,,,,,126.5,113.06,1616992,2611822,53.23,8.3,27991.2
9,Алтайский край,2003,1,        Алтайский край,        Алтайский край,Алтайский край,        Алтайский край,Altay,2,,,10318,7982,761,1575,,,,,1683.4,,,,,,126.5,112.78,1613803,2587291,53.5,12.3,34295.8
10,Алтайский край,2004,1,        Алтайский край,        Алтайский край,Алтайский край,        Алтайский край,Altay,2,,,10339,8007,723,1609,,,,,1947,,,,,,129.5,112.87,1602645,2555708,53.7,9.1,44934.9
11,Алтайский край,2005,1,        Алтайский край,        Алтайский край,Алтайский край,        Алтайский край,Altay,2,,,10285,8054,666,1565,,,,,2436.3,,,,,,138.3,113.64,1583732,2521470,54,8.8,53812.4
12,Алтайский край,2006,1,        Алтайский край,        Алтайский край,Алтайский край,        Алтайский край,Altay,2,,,10205,8109,589,1507,,,,,2705.3,,,,,,110.6,107.72,1562232,2488267,54.2,8.9,69852
13,Алтайский край,2007,1,        Алтайский край,        Алтайский край,Алтайский край,        Алтайский край,Altay,2,705,682,10084,8128,535,1421,,,,,3504.6,,,,,,121.4,112.1,1541647,2463239,54.3,6.4,90759.9
14,Алтайский край,2008,1,        Алтайский край,        Алтайский край,Алтайский край,        Алтайский край,Altay,2,709,685,10060,8200,499,1361,,,,,4285.6,,,,,,119.9,114.47,1518751,2446182,54.5,8.3,106019.5
15,Алтайский край,2009,1,        Алтайский край,        Алтайский край,Алтайский край,        Алтайский край,Altay,2,721,,9976,8263,433,1280,,,,,5791.1,,,,,,142.6,110.14,1493828,2434837,54.3,12.3,109088.7
16,Алтайский край,2010,1,        Алтайский край,        Алтайский край,Алтайский край,        Алтайский край,Altay,2,733,708,10026,8416,410,1200,12116,10361,671,1084,7121.5,,,,,,153.3,108.2,1464683,2424062,54.8,8.8,124955.8
17,Алтайский край,2011,1,        Алтайский край,        Алтайский край,Алтайский край,        Алтайский край,Altay,2,741,714,10064,8601,392,1071,13485,11771,640,1074,7716.5,,,,,,164.7,104.81,1434607,2412294,55.2,8.5,137677.2
18,Алтайский край,2012,1,        Алтайский край,        Алтайский край,Алтайский край,        Алтайский край,Altay,2,749,721,10039,8603,383,1053,13654,11970,619,1065,8497.9,,,,,,170.6,107.17,1403817,2402990,55.5,6.2,153556.7
19,Алтайский край,2013,1,        Алтайский край,        Алтайский край,Алтайский край,        Алтайский край,Altay,2,758,730,10055,8563,342,1150,13726,12065,622,1039,9258.4,,,,,,173.3,107.03,1372701,2394694,55.8,8.3,173763.5
20,Алтайский край,2014,1,        Алтайский край,        Алтайский край,Алтайский край,        Алтайский край,Altay,2,766,,10020,8575,325,1120,14024,12379,628,1017,10063.5,,,,,,162.9,111.2,1344843,2387725,56,7.2,186798.6
21,Алтайский край,2015,1,        Алтайский край,        Алтайский край,Алтайский край,        Алтайский край,Altay,2,779,750,10015,8532,322,1161,14839,13198,620,1021,11072.9,11581.2,7776.3,,8298.3,9293.8,154.8,112.37,1315440,2380793,56.2,8,204933.1
22,Алтайский край,2016,1,        Алтайский край,        Алтайский край,Алтайский край,        Алтайский край,Altay,2,789,758,10013,8472,305,1236,16010,14338,609,1063,16379.1,16876.9,12991.9,,13623.6,14519.6,231.7,105.81,1288461,2371227,56.3,8.6,210350.7
23,Алтайский край,2017,1,        Алтайский край,        Алтайский край,Алтайский край,        Алтайский край,Altay,2,793,762,10004,8404,294,1306,,,,,12252.2,12841.8,8472,,8744.4,10273.1,,101.79,1261903,2357880,56.4,6.9,
24,Амурская область,1994,1,        Амурская область,        Амурская область,Амурская область,        Амурская область,Amur,3,,,,,,,,,,,,,,,,,,,590045,1006708,67.23,,
25,Амурская область,1995,1,        Амурская область,        Амурская область,Амурская область,        Амурская область,Amur,3,,,,,,,,,,,,,,,,,113.9,,587905,990714,66.24,,
26,Амурская область,1996,1,        Амурская область,        Амурская область,Амурская область,        Амурская область,Amur,3,,,,,,,,,,,,,,,,,126.3,,584520,980684,65.82,,13155.7
27,Амурская область,1997,1,        Амурская область,        Амурская область,Амурская область,        Амурская область,Amur,3,,,,,,,,,,,,,,,,,136.8,,580963,968476,66.07,,15818
28,Амурская область,1998,1,        Амурская область,        Амурская область,Амурская область,        Амурская область,Amur,3,,,,,,,,,,,412.8,,,,,,78.8,,581008,955783,66.31,,15103.7
29,Амурская область,1999,1,        Амурская область,        Амурская область,Амурская область,        Амурская область,Amur,3,,,6685,5599,265,821,,,,,536.5,,,,,,74.3,,580645,942578,66.46,,21935.4
30,Амурская область,2000,1,        Амурская область,        Амурская область,Амурская область,        Амурская область,Amur,3,,,6965,5862,272,831,,,,,817.7,,,,,,73.1,,579831,929327,66.63,13.7,28317.2
31,Амурская область,2001,1,        Амурская область,        Амурская область,Амурская область,        Амурская область,Amur,3,,,6909,5804,287,818,,,,,1121,,,,,,77.9,,576368,917230,65.92,12.3,42578.3
32,Амурская область,2002,1,        Амурская область,        Амурская область,Амурская область,        Амурская область,Amur,3,,,6763,5693,296,774,,,,,1435,,,,,,86.1,112.41,575310,906213,65.93,10.7,50449.6
33,Амурская область,2003,1,        Амурская область,        Амурская область,Амурская область,        Амурская область,Amur,3,,,6728,5650,309,769,,,,,1719.5,,,,,,87.3,115.51,571659,894412,66.2,9.8,59480.3
34,Амурская область,2004,1,        Амурская область,        Амурская область,Амурская область,        Амурская область,Amur,3,,,6751,5619,318,814,,,,,2016.3,,,,,,86.3,112.59,564929,880900,66.5,11.7,72937
35,Амурская область,2005,1,        Амурская область,        Амурская область,Амурская область,        Амурская область,Amur,3,,,6691,5526,338,827,,,,,2537.9,,,,,,89.1,113.18,557166,867537,66.4,9.9,88597.1
36,Амурская область,2006,1,        Амурская область,        Амурская область,Амурская область,        Амурская область,Amur,3,,,6550,5421,327,802,,,,,2845.6,,,,,,86.7,109.1,549819,855779,66.6,8.2,111116.2
37,Амурская область,2007,1,        Амурская область,        Амурская область,Амурская область,        Амурская область,Amur,3,233,221,6518,5415,340,763,,,,,3705.4,,,,,,93.2,109.58,542389,847396,66.6,6.1,131887.8
38,Амурская область,2008,1,        Амурская область,        Амурская область,Амурская область,        Амурская область,Amur,3,235,222,6516,5452,342,722,,,,,4587.1,,,,,,102.3,114.07,534800,841579,66.6,5.4,156329.6
39,Амурская область,2009,1,        Амурская область,        Амурская область,Амурская область,        Амурская область,Amur,3,239,,6546,5501,347,698,,,,,6242.8,,,,,,123.1,109.64,525898,836887,66.5,8.3,180572.3
40,Амурская область,2010,1,        Амурская область,        Амурская область,Амурская область,        Амурская область,Amur,3,243,228,6834,5820,360,654,5480,4945,169,366,7591.2,,,,,,133.1,109.39,515884,831783,66.9,6.9,214827.2
41,Амурская область,2011,1,        Амурская область,        Амурская область,Амурская область,        Амурская область,Amur,3,246,230,7450,6420,421,609,5992,5437,180,375,8266.2,,,,,,130.4,107.62,503921,825116,67,6,273175.8
42,Амурская область,2012,1,        Амурская область,        Амурская область,Амурская область,        Амурская область,Amur,3,248,231,7789,6762,439,588,6210,5679,167,364,9156.8,,,,,,137.1,107.17,493910,819241,67.1,5.3,280023.9
43,Амурская область,2013,1,        Амурская область,        Амурская область,Амурская область,        Амурская область,Amur,3,249,232,7767,6780,356,631,6287,5751,162,374,10045.9,,,,,,134.1,107.69,482308,814092,67.1,6.1,258817
44,Амурская область,2014,1,        Амурская область,        Амурская область,Амурская область,        Амурская область,Amur,3,250,,7725,6677,436,612,6354,5827,155,372,10947.2,,,,,,142.4,110.52,475597,810573,67.3,5.6,286282.6
45,Амурская область,2015,1,        Амурская область,        Амурская область,Амурская область,        Амурская область,Amur,3,252,235,7776,6817,327,632,6654,6136,157,361,12171.7,13020,8685.5,,8644.6,8862.1,131,112.78,465787,807781,67.3,5.8,343385.7
46,Амурская область,2016,1,        Амурская область,        Амурская область,Амурская область,        Амурская область,Amur,3,253,235,8151,7147,319,685,7222,6723,148,351,17550.5,18380.4,13876.2,,14025,14205.8,192,104.95,457770,803720,67.3,5.9,357829
47,Амурская область,2017,1,        Амурская область,        Амурская область,Амурская область,        Амурская область,Amur,3,253,234,8159,7128,309,722,,,,,13471.6,14401.6,9415.4,,9212.7,10089.5,148.8,101.71,452039,800088,67.4,5.9,
48,Архангельская область,1994,2,        Архангельская область,        Архангельская область,Архангельская обл. (с АО ),        Архангельская область,,,,,,,,,,,,,,,,,,,,,873833,1508073,73.6,,
49,Архангельская область,1995,2,        Архангельская область,        Архангельская область,Архангельская обл. (с АО ),        Архангельская область,,,,,,,,,,,,,,,,,,,94.6,,865184,1487116,73.83,,
50,Архангельская область,1996,2,        Архангельская область,        Архангельская область,Архангельская обл. (с АО ),        Архангельская область,,,,,,,,,,,,,,,,,,,101.7,,857656,1465475,74.07,,12218.6
51,Архангельская область,1997,2,        Архангельская область,        Архангельская область,Архангельская обл. (с АО ),        Архангельская область,,,,,,,,,,,,,,,,,,,132.6,,852870,1444381,74.3,,14133.4
52,Архангельская область,1998,2,        Архангельская область,        Архангельская область,Архангельская обл. (с АО ),        Архангельская область,,,,,,,,,,,,,452.4,,,,,,83.3,,852484,1424010,74.55,,15755.3
53,Архангельская область,1999,2,        Архангельская область,        Архангельская область,Архангельская обл. (с АО ),        Архангельская область,,,,,8525,7212,263,1050,,,,,573.1,,,,,,73.9,,849865,1402242,74.74,,25622.9
54,Архангельская область,2000,2,        Архангельская область,        Архангельская область,Архангельская обл. (с АО ),        Архангельская область,,,,,8928,7525,293,1110,,,,,973.8,,,,,,90.3,,847079,1379733,74.92,12.4,44797.4
55,Архангельская область,2001,2,        Архангельская область,        Архангельская область,Архангельская обл. (с АО ),        Архангельская область,,,,,8930,7515,292,1123,,,,,1294,,,,,,94.2,,840102,1359777,75.19,8.6,49474
56,Архангельская область,2002,2,        Архангельская область,        Архангельская область,Архангельская обл. (с АО ),        Архангельская область,,,,,8470,7290,242,938,,,,,1680,,,,,,99.6,116.05,838791,1341541,74.9,8.1,61989.4
57,Архангельская область,2003,2,        Архангельская область,        Архангельская область,Архангельская обл. (с АО ),        Архангельская область,,,,,8318,7164,213,941,,,,,2015.7,,,,,,106.7,112.66,839582,1324102,74.7,10,78507
58,Архангельская область,2004,2,        Архангельская область,        Архангельская область,Архангельская обл. (с АО ),        Архангельская область,,,,,8259,7096,203,960,,,,,2483.3,,,,,,115.2,112.5,834559,1307384,75.2,7.1,109045.7
59,Архангельская область,2005,2,        Архангельская область,        Архангельская область,Архангельская обл. (с АО ),        Архангельская область,,,,,8051,6962,196,893,,,,,3088.9,,,,,,107.6,109.72,826366,1290528,73.7,5.5,128965.3
60,Архангельская область,2006,2,        Архангельская область,        Архангельская область,Архангельская обл. (с АО ),        Архангельская область,,,,,7849,6872,167,810,,,,,3460.6,,,,,,107.4,108.98,814379,1274252,74.1,5.8,169458.4
61,Архангельская область,2007,2,        Архангельская область,        Архангельская область,Архангельская обл. (с АО ),        Архангельская область,,,432,415,7758,6843,153,762,,,,,4582.1,,,,,,117.6,112.85,802577,1261915,74.5,5.4,212908.3
62,Архангельская область,2008,2,        Архангельская область,        Архангельская область,Архангельская обл. (с АО ),        Архангельская область,,,433,415,7692,6840,147,705,,,,,5690.3,,,,,,127,114.08,788831,1251684,74.8,6.8,231492.8
63,Архангельская область,2009,2,        Архангельская область,        Архангельская область,Архангельская обл. (с АО ),        Архангельская область,,,436,,7561,6802,114,645,,,,,7722,,,,,,154.9,108.58,771036,1241849,75.2,7.2,260584.7
64,Архангельская область,2010,2,        Архангельская область,        Архангельская область,Архангельская обл. (с АО ),        Архангельская область,,,440,422,7589,6923,107,559,7458,6754,194,510,9462.3,,,,,,162,109.37,751805,1231186,75.7,6.9,302801.3
65,Архангельская область,2011,2,        Архангельская область,        Архангельская область,Архангельская обл. (с АО ),        Архангельская область,,,444,424,7986,7393,112,481,8047,7394,166,487,10327.1,,,,,,166.8,105.37,732868,1219207,76.2,5.9,360165.9
66,Архангельская область,2012,2,        Архангельская область,        Архангельская область,Архангельская обл. (с АО ),        Архангельская область,,,446,426,8116,7557,107,452,8204,7586,156,462,11437.4,,,,,,176.5,105.91,713185,1207914,76.6,5.4,391146.2
67,Архангельская область,2013,2,        Архангельская область,        Архангельская область,Архангельская обл. (с АО ),        Архангельская область,,,448,427,8034,7461,90,483,8264,7673,148,443,12554.9,,,,,,0,106.66,694568,1197040,76.5,6.1,417776.4
68,Архангельская область,2014,2,        Архангельская область,        Архангельская область,Архангельская обл. (с АО ),        Архангельская область,,,449,,8141,7593,90,458,8442,7871,147,424,13628.5,,,,,,0,112.96,677573,1187554,77,7.2,456985.8
69,Архангельская область,2015,2,        Архангельская область,        Архангельская область,Архангельская обл. (с АО ),        Архангельская область,,,450,429,8093,7551,86,456,8945,8368,144,433,15162,15839.4,9802.2,,8917.4,10346.2,0,113.03,659659,1178701,77.4,6.8,532533.7
70,Архангельская область,2016,2,        Архангельская область,        Архангельская область,Архангельская обл. (с АО ),        Архангельская область,,,451,429,7999,7442,82,475,9731,9154,133,444,20595.6,21268,15083,,14267.5,15813.2,0,104.74,644556,1169914,77.8,7.1,584111.3
71,Архангельская область,2017,2,        Архангельская область,        Архангельская область,Архангельская обл. (с АО ),        Архангельская область,,,449,427,7888,7316,77,495,,,,,16708.6,17453.4,10743.4,,9458.4,11757.9,0,101.57,630318,1160389,78,6.5,
72,Архангельская область (без НАО),1994,1,            Архангельская область (кроме Ненецкого автономного округа),            Архангельская область (кроме Ненецкого автономного округа),Архангельская обл. (без а/о),        Архангельская область,Arkhangel'sk,4,,,,,,,,,,,,,,,,,,,,,,,
73,Архангельская область (без НАО),1995,1,            Архангельская область (кроме Ненецкого автономного округа),            Архангельская область (кроме Ненецкого автономного округа),Архангельская обл. (без а/о),        Архангельская область,Arkhangel'sk,4,,,,,,,,,,,,,,,,,,,,,,,
74,Архангельская область (без НАО),1996,1,            Архангельская область (кроме Ненецкого автономного округа),            Архангельская область (кроме Ненецкого автономного округа),Архангельская обл. (без а/о),        Архангельская область,Arkhangel'sk,4,,,,,,,,,,,,,,,,,,,,,,,
75,Архангельская область (без НАО),1997,1,            Архангельская область (кроме Ненецкого автономного округа),            Архангельская область (кроме Ненецкого автономного округа),Архангельская обл. (без а/о),        Архангельская область,Arkhangel'sk,4,,,,,,,,,,,,,,,,,,,,,,,
76,Архангельская область (без НАО),1998,1,            Архангельская область (кроме Ненецкого автономного округа),            Архангельская область (кроме Ненецкого автономного округа),Архангельская обл. (без а/о),        Архангельская область,Arkhangel'sk,4,,,,,,,,,,,,,,,,,,,,,,,
77,Архангельская область (без НАО),1999,1,            Архангельская область (кроме Ненецкого автономного округа),            Архангельская область (кроме Ненецкого автономного округа),Архангельская обл. (без а/о),        Архангельская область,Arkhangel'sk,4,,,8525,7212,263,1050,,,,,,,,,,,,,,,,,
78,Архангельская область (без НАО),2000,1,            Архангельская область (кроме Ненецкого автономного округа),            Архангельская область (кроме Ненецкого автономного округа),Архангельская обл. (без а/о),        Архангельская область,Arkhangel'sk,4,,,8928,7525,293,1110,,,,,,,,,,,,,,,,12.4,
79,Архангельская область (без НАО),2001,1,            Архангельская область (кроме Ненецкого автономного округа),            Архангельская область (кроме Ненецкого автономного округа),Архангельская обл. (без а/о),        Архангельская область,Arkhangel'sk,4,,,8930,7515,292,1123,,,,,,,,,,,,,,,,8.6,
80,Архангельская область (без НАО),2002,1,            Архангельская область (кроме Ненецкого автономного округа),            Архангельская область (кроме Ненецкого автономного округа),Архангельская обл. (без а/о),        Архангельская область,Arkhangel'sk,4,,,8470,7290,242,938,,,,,,,,,,,,,,,,8.1,
81,Архангельская область (без НАО),2003,1,            Архангельская область (кроме Ненецкого автономного округа),            Архангельская область (кроме Ненецкого автономного округа),Архангельская обл. (без а/о),        Архангельская область,Arkhangel'sk,4,,,8318,7164,213,941,,,,,,,,,,,,112.69,,,,,
82,Архангельская область (без НАО),2004,1,            Архангельская область (кроме Ненецкого автономного округа),            Архангельская область (кроме Ненецкого автономного округа),Архангельская обл. (без а/о),        Архангельская область,Arkhangel'sk,4,,,8259,7096,203,960,,,,,,,,,,,,112.15,,,,,
83,Архангельская область (без НАО),2005,1,            Архангельская область (кроме Ненецкого автономного округа),            Архангельская область (кроме Ненецкого автономного округа),Архангельская обл. (без а/о),        Архангельская область,Arkhangel'sk,4,,,8051,6962,196,893,,,,,,,,,,,,109.58,,,,,
84,Архангельская область (без НАО),2006,1,            Архангельская область (кроме Ненецкого автономного округа),            Архангельская область (кроме Ненецкого автономного округа),Архангельская обл. (без а/о),        Архангельская область,Arkhangel'sk,4,,,7849,6872,167,810,,,,,,,,,,,,109.01,,,,,
85,Архангельская область (без НАО),2007,1,            Архангельская область (кроме Ненецкого автономного округа),            Архангельская область (кроме Ненецкого автономного округа),Архангельская обл. (без а/о),        Архангельская область,Arkhangel'sk,4,,,7758,6843,153,762,,,,,,,,,,,,113.21,,,,,
86,Архангельская область (без НАО),2008,1,            Архангельская область (кроме Ненецкого автономного округа),            Архангельская область (кроме Ненецкого автономного округа),Архангельская обл. (без а/о),        Архангельская область,Arkhangel'sk,4,,,7692,6840,147,705,,,,,,,,,,,,114.38,,,,,
87,Архангельская область (без НАО),2009,1,            Архангельская область (кроме Ненецкого автономного округа),            Архангельская область (кроме Ненецкого автономного округа),Архангельская обл. (без а/о),        Архангельская область,Arkhangel'sk,4,,,7561,6802,114,645,,,,,,,,,,,,,,,,,
88,Архангельская область (без НАО),2010,1,            Архангельская область (кроме Ненецкого автономного округа),            Архангельская область (кроме Ненецкого автономного округа),Архангельская обл. (без а/о),        Архангельская область,Arkhangel'sk,4,,,7589,6923,107,559,7108,6426,188,494,,,,,,,,,,,,,
89,Архангельская область (без НАО),2011,1,            Архангельская область (кроме Ненецкого автономного округа),            Архангельская область (кроме Ненецкого автономного округа),Архангельская обл. (без а/о),        Архангельская область,Arkhangel'sk,4,,,7986,7393,112,481,7661,7025,166,470,,,,,,,,,,,,,
90,Архангельская область (без НАО),2012,1,            Архангельская область (кроме Ненецкого автономного округа),            Архангельская область (кроме Ненецкого автономного округа),Архангельская обл. (без а/о),        Архангельская область,Arkhangel'sk,4,,,8116,7557,107,452,7795,7199,156,440,,,,,,,,,,,,,
91,Архангельская область (без НАО),2013,1,            Архангельская область (кроме Ненецкого автономного округа),            Архангельская область (кроме Ненецкого автономного округа),Архангельская обл. (без а/о),        Архангельская область,Arkhangel'sk,4,,414,8034,7461,90,483,7837,7268,148,421,12463.3,,,,,,144.9,106.76,,,,6,
92,Архангельская область (без НАО),2014,1,            Архангельская область (кроме Ненецкого автономного округа),            Архангельская область (кроме Ненецкого автономного округа),Архангельская обл. (без а/о),        Архангельская область,Arkhangel'sk,4,,,8141,7593,90,458,7993,7443,147,403,13523.6,,,,,,142.4,113,,,,7.3,
93,Архангельская область (без НАО),2015,1,            Архангельская область (кроме Ненецкого автономного округа),            Архангельская область (кроме Ненецкого автономного округа),Архангельская обл. (без а/о),        Архангельская область,Arkhangel'sk,4,,415,8093,7551,86,456,8459,7900,144,415,15041.2,15701.3,9677.3,,8839,10363,139.5,113,,,,6.8,352837.9
94,Архангельская область (без НАО),2016,1,            Архангельская область (кроме Ненецкого автономного округа),            Архангельская область (кроме Ненецкого автономного округа),Архангельская обл. (без а/о),        Архангельская область,Arkhangel'sk,4,437,415,7999,7442,82,475,9176,8617,132,427,20470.5,21126.7,14950.7,,14184.4,15824.7,224.7,104.77,,,,7.1,379976.5
95,Архангельская область (без НАО),2017,1,            Архангельская область (кроме Ненецкого автономного округа),            Архангельская область (кроме Ненецкого автономного округа),Архангельская обл. (без а/о),        Архангельская область,Arkhangel'sk,4,,413,7888,7316,77,495,,,,,16578.3,17305.9,10604.7,,9369.3,11788.3,174.9,101.53,605336,,78.2,6.4,
96,Астраханская область,1994,1,        Астраханская область,        Астраханская область,Астраханская область,        Астраханская область,Astrakhan',5,,,,,,,,,,,,,,,,,,,573275,1010137,67.73,,
97,Астраханская область,1995,1,        Астраханская область,        Астраханская область,Астраханская область,        Астраханская область,Astrakhan',5,,,,,,,,,,,,,,,,,99.4,,578536,1016666,67.63,,
98,Астраханская область,1996,1,        Астраханская область,        Астраханская область,Астраханская область,        Астраханская область,Astrakhan',5,,,,,,,,,,,,,,,,,108.8,,582966,1019876,67.94,,7643.9
99,Астраханская область,1997,1,        Астраханская область,        Астраханская область,Астраханская область,        Астраханская область,Astrakhan',5,,,,,,,,,,,,,,,,,133.1,,586949,1020231,68.13,,8559.6
100,Астраханская область,1998,1,        Астраханская область,        Астраханская область,Астраханская область,        Астраханская область,Astrakhan',5,,,,,,,,,,,370.8,,,,,,76.1,,592352,1018134,68.22,,10172.2
101,Астраханская область,1999,1,        Астраханская область,        Астраханская область,Астраханская область,        Астраханская область,Astrakhan',5,,,9178,7295,445,1438,,,,,483.6,,,,,,76.9,,598559,1014377,67.88,,15805.2
102,Астраханская область,2000,1,        Астраханская область,        Астраханская область,Астраханская область,        Астраханская область,Astrakhan',5,,,10164,8114,512,1538,,,,,766.7,,,,,,79.9,,605232,1010834,67.93,11.5,27815.3
103,Астраханская область,2001,1,        Астраханская область,        Астраханская область,Астраханская область,        Астраханская область,Astrakhan',5,,,10127,8116,500,1511,,,,,1063,,,,,,89.4,,609794,1007395,67.57,10.4,32037.2
104,Астраханская область,2002,1,        Астраханская область,        Астраханская область,Астраханская область,        Астраханская область,Astrakhan',5,,,9675,7907,395,1373,,,,,1351,,,,,,100.5,114.48,618735,1005140,67.72,10.9,40786.8
105,Астраханская область,2003,1,        Астраханская область,        Астраханская область,Астраханская область,        Астраханская область,Astrakhan',5,,,9705,7908,400,1397,,,,,1616.5,,,,,,105.8,114.11,623891,1005427,67.9,10,50386.3
106,Астраханская область,2004,1,        Астраханская область,        Астраханская область,Астраханская область,        Астраханская область,Astrakhan',5,,,9695,7894,363,1438,,,,,1858.1,,,,,,113.2,111.24,625799,1006270,67.5,11.6,56357.5
107,Астраханская область,2005,1,        Астраханская область,        Астраханская область,Астраханская область,        Астраханская область,Astrakhan',5,,,9642,7947,324,1371,,,,,2325,,,,,,120.7,114.3,625498,1004492,67.7,12.2,69814
108,Астраханская область,2006,1,        Астраханская область,        Астраханская область,Астраханская область,        Астраханская область,Astrakhan',5,,,9580,7966,291,1323,,,,,2590.7,,,,,,118.8,111.31,627208,1001908,66.9,7.9,84950
109,Астраханская область,2007,1,        Астраханская область,        Астраханская область,Астраханская область,        Астраханская область,Astrakhan',5,250,235,9561,8054,252,1255,,,,,3351.1,,,,,,129.9,114.31,630778,1003598,67.7,8.7,99999.4
110,Астраханская область,2008,1,        Астраханская область,        Астраханская область,Астраханская область,        Астраханская область,Astrakhan',5,251,236,9607,8191,229,1187,,,,,4106.5,,,,,,121.2,112.98,631420,1007911,66.6,7.4,146391
111,Астраханская область,2009,1,        Астраханская область,        Астраханская область,Астраханская область,        Астраханская область,Astrakhan',5,254,,9705,8324,218,1163,,,,,5569.2,,,,,,153,109.03,626567,1010523,66.7,9.9,133018.5
112,Астраханская область,2010,1,        Астраханская область,        Астраханская область,Астраханская область,        Астраханская область,Astrakhan',5,259,242,10034,8761,179,1094,4962,4278,188,496,6824.8,,,,,,165,109.77,620146,1010461,66.7,8.2,143388.8
113,Астраханская область,2011,1,        Астраханская область,        Астраханская область,Астраханская область,        Астраханская область,Astrakhan',5,263,245,10264,9119,192,953,5377,4680,190,507,7405.7,,,,,,173.4,105.17,617554,1012386,66.7,8.8,170504.7
114,Астраханская область,2012,1,        Астраханская область,        Астраханская область,Астраханская область,        Астраханская область,Astrakhan',5,266,249,10140,9028,187,925,5476,4781,196,499,8162.1,,,,,,177.6,106.12,606780,1014406,66.7,7.9,206677.1
115,Астраханская область,2013,1,        Астраханская область,        Астраханская область,Астраханская область,        Астраханская область,Astrakhan',5,270,252,10143,8934,172,1037,5582,4880,210,492,8917.3,,,,,,175.8,106.35,599431,1015178,66.7,7.5,269821.7
116,Астраханская область,2014,1,        Астраханская область,        Астраханская область,Астраханская область,        Астраханская область,Astrakhan',5,274,,9966,8786,162,1018,5696,4977,216,503,9626.1,,,,,,166.7,110.68,593336,1018902,66.5,7.5,290822.2
117,Астраханская область,2015,1,        Астраханская область,        Астраханская область,Астраханская область,        Астраханская область,Astrakhan',5,277,259,9817,8641,154,1022,5918,5206,206,506,10683.7,11278.3,7075.5,,8077.1,8152,160.3,112.61,580223,1019956,66.5,7.5,315996.9
118,Астраханская область,2016,1,        Астраханская область,        Астраханская область,Астраханская область,        Астраханская область,Astrakhan',5,280,262,9705,8426,140,1139,6467,5729,198,540,15974.7,16546.2,12303,,13457.8,13331.7,226.1,104.68,571778,1018746,66.5,7.6,332447.4
119,Астраханская область,2017,1,        Астраханская область,        Астраханская область,Астраханская область,        Астраханская область,Astrakhan',5,282,264,9569,8239,137,1193,,,,,11831.8,12471.4,7833.4,,8583.3,8969.3,161.6,102.13,564144,1018190,66.6,7.5,
120,Белгородская область,1994,1,        Белгородская область,        Белгородская область,Белгородская область,        Белгородская область,Belgorod,7,,,,,,,,,,,,,,,,,,,794346,1444738,64.15,,
121,Белгородская область,1995,1,        Белгородская область,        Белгородская область,Белгородская область,        Белгородская область,Belgorod,7,,,,,,,,,,,,,,,,,136.4,,803863,1461246,64.34,,
122,Белгородская область,1996,1,        Белгородская область,        Белгородская область,Белгородская область,        Белгородская область,Belgorod,7,,,,,,,,,,,,,,,,,143.7,,811997,1473060,64.57,,9575.6
123,Белгородская область,1997,1,        Белгородская область,        Белгородская область,Белгородская область,        Белгородская область,Belgorod,7,,,,,,,,,,,,,,,,,145.6,,822171,1482212,64.82,,10792.2
124,Белгородская область,1998,1,        Белгородская область,        Белгородская область,Белгородская область,        Белгородская область,Belgorod,7,,,,,,,,,,,378.7,,,,,,121.8,,836327,1490345,64.95,,12242.8
