,region,year,unit_type,main_gks,additional,ministry_mvd,ministry_defence,map_region,id,num_all,num_partial,num_defence_all,num_defence_service,num_defence_disability,num_defence_lost,num_mvd_all,num_mvd_service,num_mvd_disability,num_mvd_lost,pens_total,pens_age,pens_disability,pens_service,pens_social,pens_lost,pens2livmin,cpi,working,population,urban,unempl,grppc
522,Калужская область,2012,1,        Калужская область,        Калужская область,Калужская область,        Калужская область,Kaluga,23,323,302,11621,10027,313,1281,6900,6123,283,494,9138.9,,,,,,198.2,107.61,594965,1006907,75.9,4.3,283299.9
523,Калужская область,2013,1,        Калужская область,        Калужская область,Калужская область,        Калужская область,Kaluga,23,326,305,11648,10034,304,1310,6983,6228,278,477,9999.7,,,,,,178.8,107.6,585466,1005065,75.9,4.5,291365.2
524,Калужская область,2014,1,        Калужская область,        Калужская область,Калужская область,        Калужская область,Kaluga,23,329,,11788,10110,288,1390,7230,6493,265,472,10857.5,,,,,,168.2,113.18,582083,1007515,76.2,4.2,324024.4
525,Калужская область,2015,1,        Калужская область,        Калужская область,Калужская область,        Калужская область,Kaluga,23,333,312,11677,9989,283,1405,7612,6872,255,485,12141.4,12881.4,7649.5,,7481.4,8871.8,162.3,114.54,571236,1010129,76.1,4.3,336353.9
526,Калужская область,2016,1,        Калужская область,        Калужская область,Калужская область,        Калужская область,Kaluga,23,336,314,11356,9753,229,1374,8231,7525,249,457,17406,18121.3,12880.1,,12780.3,14233.7,222.9,105.67,566549,1012171,76,4.2,368913.4
527,Калужская область,2017,1,        Калужская область,        Калужская область,Калужская область,        Калужская область,Kaluga,23,341,319,11249,9553,221,1475,,,,,13286.2,14085.7,8377.6,,7933.5,10011.8,165.9,103.36,557227,1013363,76,4,
528,Камчатский край,1994,1,        Камчатский край,        Камчатский край,Камчатский край,        Камчатская область,Kamchatka,24,,,,,,,,,,,,,,,,,,,282779,430659,80.86,,
529,Камчатский край,1995,1,        Камчатский край,        Камчатский край,Камчатский край,        Камчатская область,Kamchatka,24,,,,,,,,,,,,,,,,,85.3,,273329,413999,80.88,,
530,Камчатский край,1996,1,        Камчатский край,        Камчатский край,Камчатский край,        Камчатская область,Kamchatka,24,,,,,,,,,,,,,,,,,91.2,,267744,401707,80.83,,20397.7
531,Камчатский край,1997,1,        Камчатский край,        Камчатский край,Камчатский край,        Камчатская область,Kamchatka,24,,,,,,,,,,,,,,,,,100.3,,262797,392646,80.63,,22086.6
532,Камчатский край,1998,1,        Камчатский край,        Камчатский край,Камчатский край,        Камчатская область,Kamchatka,24,,,,,,,,,,,615.8,,,,,,83.1,,259055,384371,80.72,,30380.4
533,Камчатский край,1999,1,        Камчатский край,        Камчатский край,Камчатский край,        Камчатская область,Kamchatka,24,,,5922,5538,42,342,,,,,789.4,,,,,,74.1,,255268,376392,80.85,,39638
534,Камчатский край,2000,1,        Камчатский край,        Камчатский край,Камчатский край,        Камчатская область,Kamchatka,24,,,6033,5638,38,357,,,,,1104.1,,,,,,57.4,,252228,369371,80.96,16.3,49108.7
535,Камчатский край,2001,1,        Камчатский край,        Камчатский край,Камчатский край,        Камчатская область,Kamchatka,24,,,5886,5497,43,346,,,,,1568,,,,,,70.9,,249007,364034,81,14.5,63274
536,Камчатский край,2002,1,        Камчатский край,        Камчатский край,Камчатский край,        Камчатская область,Kamchatka,24,,,5753,5378,40,335,,,,,2030,,,,,,76.1,114.12,247009,359780,81.11,11.6,71934.1
537,Камчатский край,2003,1,        Камчатский край,        Камчатский край,Камчатский край,        Камчатская область,Kamchatka,24,,,5777,5407,45,325,,,,,2457.1,,,,,,91.8,110.17,242343,354214,81.1,12.4,83980.4
538,Камчатский край,2004,1,        Камчатский край,        Камчатский край,Камчатский край,        Камчатская область,Kamchatka,24,,,5950,5564,47,339,,,,,3238.3,,,,,,106.5,111.29,237379,347209,78.9,10.3,101205.1
539,Камчатский край,2005,1,        Камчатский край,        Камчатский край,Камчатский край,        Камчатская область,Kamchatka,24,,,5986,5617,43,326,,,,,4013.5,,,,,,87,121.48,231360,340251,78.9,8.4,129240.8
540,Камчатский край,2006,1,        Камчатский край,        Камчатский край,Камчатский край,        Камчатская область,Kamchatka,24,,,5940,5603,41,296,,,,,4515.7,,,,,,90.2,111.63,225577,333702,79,8.1,168173.2
541,Камчатский край,2007,1,        Камчатский край,        Камчатский край,Камчатский край,        Камчатская область,Kamchatka,24,98,88,6061,5756,36,269,,,,,5744.8,,,,,,101.6,110.06,221504,329379,79.1,9,200610.1
542,Камчатский край,2008,1,        Камчатский край,        Камчатский край,Камчатский край,        Камчатская область,Kamchatka,24,98,88,6089,5805,34,250,,,,,7192.5,,,,,,89.4,114.78,217566,326564,78,8.6,238404.5
543,Камчатский край,2009,1,        Камчатский край,        Камчатский край,Камчатский край,        Камчатская область,Kamchatka,24,100,,6034,5759,33,242,,,,,9719.4,,,,,,106.9,110.65,213396,324172,78.3,7.5,291953.6
544,Камчатский край,2010,1,        Камчатский край,        Камчатский край,Камчатский край,        Камчатская область,Kamchatka,24,101,91,6077,5826,34,217,2666,2510,13,143,11778.1,,,,,,115.2,110.2,210393,322412,77.4,7,319849.2
545,Камчатский край,2011,1,        Камчатский край,        Камчатский край,Камчатский край,        Камчатская область,Kamchatka,24,103,92,6499,6259,39,201,2953,2801,15,137,12848,,,,,,122.5,105.8,207315,320908,77.5,6.1,356413.4
546,Камчатский край,2012,1,        Камчатский край,        Камчатский край,Камчатский край,        Камчатская область,Kamchatka,24,103,92,6507,6257,42,208,3027,2854,16,157,14244.4,,,,,,128.8,105.59,206007,320353,77.1,5.8,397725.9
547,Камчатский край,2013,1,        Камчатский край,        Камчатский край,Камчатский край,        Камчатская область,Kamchatka,24,104,93,6394,6163,31,200,3094,2912,16,166,15658.2,,,,,,134.6,106.27,203437,320207,77.4,5.7,416493
548,Камчатский край,2014,1,        Камчатский край,        Камчатский край,Камчатский край,        Камчатская область,Kamchatka,24,104,,6546,6300,38,208,3150,2974,15,161,17015.9,,,,,,134.3,107.82,198921,318567,77.5,6.1,457553.1
549,Камчатский край,2015,1,        Камчатский край,        Камчатский край,Камчатский край,        Камчатская область,Kamchatka,24,105,93,6502,6279,34,189,3345,3177,14,154,18860.5,19848.6,11063,,12142.3,8168.5,128.7,112.62,195539,316693,77.8,4.5,553863.9
550,Камчатский край,2016,1,        Камчатский край,        Камчатский край,Камчатский край,        Камчатская область,Kamchatka,24,105,93,6533,6325,33,175,3678,3523,19,136,24313.9,25258.3,16524.6,,17865.9,13377.7,157.8,105.65,192138,315422,78,4.1,628114.2
551,Камчатский край,2017,1,        Камчатский край,        Камчатский край,Камчатский край,        Камчатская область,Kamchatka,24,105,93,6543,6322,33,188,,,,,20369.7,21403.9,12240,,13317.8,8982.8,134,102.09,191182,315143,78.2,4.3,
552,Карачаево-Черкесская Республика,1994,1,        Карачаево-Черкесская Республика,        Карачаево-Черкесская Республика,Карачаево-Черкесская Респ.,        Карачаево-Черкесская Республика,Karachay-Cherkess,25,,,,,,,,,,,,,,,,,,,235954,434462,47.22,,
553,Карачаево-Черкесская Республика,1995,1,        Карачаево-Черкесская Республика,        Карачаево-Черкесская Республика,Карачаево-Черкесская Респ.,        Карачаево-Черкесская Республика,Karachay-Cherkess,25,,,,,,,,,,,,,,,,,101.2,,236969,436713,45.69,,
554,Карачаево-Черкесская Республика,1996,1,        Карачаево-Черкесская Республика,        Карачаево-Черкесская Республика,Карачаево-Черкесская Респ.,        Карачаево-Черкесская Республика,Karachay-Cherkess,25,,,,,,,,,,,,,,,,,156.8,,238573,438577,44.13,,5435.4
555,Карачаево-Черкесская Республика,1997,1,        Карачаево-Черкесская Республика,        Карачаево-Черкесская Республика,Карачаево-Черкесская Респ.,        Карачаево-Черкесская Республика,Karachay-Cherkess,25,,,,,,,,,,,,,,,,,156.6,,240939,439783,43.89,,5703
556,Карачаево-Черкесская Республика,1998,1,        Карачаево-Черкесская Республика,        Карачаево-Черкесская Республика,Карачаево-Черкесская Респ.,        Карачаево-Черкесская Республика,Karachay-Cherkess,25,,,,,,,,,,,368.5,,,,,,117.4,,244770,440812,43.92,,6391.3
557,Карачаево-Черкесская Республика,1999,1,        Карачаево-Черкесская Республика,        Карачаево-Черкесская Республика,Карачаево-Черкесская Респ.,        Карачаево-Черкесская Республика,Karachay-Cherkess,25,,,1030,563,192,275,,,,,524,,,,,,107.4,,248325,440627,43.78,,9550.5
558,Карачаево-Черкесская Республика,2000,1,        Карачаево-Черкесская Республика,        Карачаево-Черкесская Республика,Карачаево-Черкесская Респ.,        Карачаево-Черкесская Республика,Karachay-Cherkess,25,,,1028,562,191,275,,,,,735.1,,,,,,89.4,,252799,440297,43.86,21.5,12404.2
559,Карачаево-Черкесская Республика,2001,1,        Карачаево-Черкесская Республика,        Карачаево-Черкесская Республика,Карачаево-Черкесская Респ.,        Карачаево-Черкесская Республика,Karachay-Cherkess,25,,,995,538,187,270,,,,,1028,,,,,,111.3,,255985,440216,43.93,18.9,16639.7
560,Карачаево-Черкесская Республика,2002,1,        Карачаево-Черкесская Республика,        Карачаево-Черкесская Республика,Карачаево-Черкесская Респ.,        Карачаево-Черкесская Республика,Karachay-Cherkess,25,,,878,502,123,253,,,,,1304,,,,,,113.6,119.22,259505,439325,44.06,12.1,23297.3
561,Карачаево-Черкесская Республика,2003,1,        Карачаево-Черкесская Республика,        Карачаево-Черкесская Республика,Карачаево-Черкесская Респ.,        Карачаево-Черкесская Республика,Karachay-Cherkess,25,,,828,477,103,248,,,,,1559,,,,,,120.4,109.36,267620,441597,44.2,18.3,25999
562,Карачаево-Черкесская Республика,2004,1,        Карачаево-Черкесская Республика,        Карачаево-Черкесская Республика,Карачаево-Черкесская Респ.,        Карачаево-Черкесская Республика,Karachay-Cherkess,25,,,791,461,91,239,,,,,1776.4,,,,,,121.5,112.09,275763,447281,44.3,17.2,29348.9
563,Карачаево-Черкесская Республика,2005,1,        Карачаево-Черкесская Республика,        Карачаево-Черкесская Республика,Карачаево-Черкесская Респ.,        Карачаево-Черкесская Республика,Karachay-Cherkess,25,,,769,456,82,231,,,,,2241.9,,,,,,125,112.4,281872,452354,44.4,13.8,36971.7
564,Карачаево-Черкесская Республика,2006,1,        Карачаево-Черкесская Республика,        Карачаево-Черкесская Республика,Карачаево-Черкесская Респ.,        Карачаево-Черкесская Республика,Karachay-Cherkess,25,,,699,426,72,201,,,,,2488.5,,,,,,113.4,110.31,288850,458069,44.2,19.2,50778.7
565,Карачаево-Черкесская Республика,2007,1,        Карачаево-Черкесская Республика,        Карачаево-Черкесская Республика,Карачаево-Черкесская Респ.,        Карачаево-Черкесская Республика,Karachay-Cherkess,25,114,111,658,392,69,197,,,,,3281.9,,,,,,131,114.86,291934,464008,43.9,18.1,59200.9
566,Карачаево-Черкесская Республика,2008,1,        Карачаево-Черкесская Республика,        Карачаево-Черкесская Республика,Карачаево-Черкесская Респ.,        Карачаево-Черкесская Республика,Karachay-Cherkess,25,114,112,621,378,60,183,,,,,4010.1,,,,,,139.8,114.45,294063,468215,44,15.9,76277.2
567,Карачаево-Черкесская Республика,2009,1,        Карачаево-Черкесская Республика,        Карачаево-Черкесская Республика,Карачаево-Черкесская Респ.,        Карачаево-Черкесская Республика,Karachay-Cherkess,25,115,,607,390,41,176,,,,,5488.2,,,,,,171.1,110.1,293968,471928,43.7,12,81758.5
568,Карачаево-Черкесская Республика,2010,1,        Карачаево-Черкесская Республика,        Карачаево-Черкесская Республика,Карачаево-Черкесская Респ.,        Карачаево-Черкесская Республика,Karachay-Cherkess,25,116,114,579,389,38,152,2177,714,1099,364,6642.7,,,,,,172,111.68,293656,475598,43.3,10.3,91782.3
569,Карачаево-Черкесская Республика,2011,1,        Карачаево-Черкесская Республика,        Карачаево-Черкесская Республика,Карачаево-Черкесская Респ.,        Карачаево-Черкесская Республика,Karachay-Cherkess,25,118,115,561,386,37,138,2350,800,1167,383,7213.6,,,,,,180.2,105.13,289949,476039,43.1,9.8,103462.3
570,Карачаево-Черкесская Республика,2012,1,        Карачаево-Черкесская Республика,        Карачаево-Черкесская Республика,Карачаево-Черкесская Респ.,        Карачаево-Черкесская Республика,Karachay-Cherkess,25,119,116,554,390,38,126,2426,805,1233,388,7963.9,,,,,,187.5,106.24,285207,473261,42.9,8.9,124058.6
571,Карачаево-Черкесская Республика,2013,1,        Карачаево-Черкесская Республика,        Карачаево-Черкесская Республика,Карачаево-Черкесская Респ.,        Карачаево-Черкесская Республика,Karachay-Cherkess,25,121,117,549,390,37,122,2638,861,1290,487,8692.6,,,,,,161.1,107.43,280392,470842,42.7,9.8,140400.9
572,Карачаево-Черкесская Республика,2014,1,        Карачаево-Черкесская Республика,        Карачаево-Черкесская Республика,Карачаево-Черкесская Респ.,        Карачаево-Черкесская Республика,Karachay-Cherkess,25,123,,538,385,36,117,2787,943,1353,491,9378.3,,,,,,160.5,110.41,277246,469449,42.7,13,139156
573,Карачаево-Черкесская Республика,2015,1,        Карачаево-Черкесская Республика,        Карачаево-Черкесская Республика,Карачаево-Черкесская Респ.,        Карачаево-Черкесская Республика,Karachay-Cherkess,25,125,122,524,373,36,115,2956,1312,1120,524,10329.3,11326.2,8273.9,,8458.9,7062.4,149.3,114.88,272738,468429,42.7,15.1,144061.8
574,Карачаево-Черкесская Республика,2016,1,        Карачаево-Черкесская Республика,        Карачаево-Черкесская Республика,Карачаево-Черкесская Респ.,        Карачаево-Черкесская Республика,Karachay-Cherkess,25,127,123,510,354,35,121,3293,1649,1115,529,15587.8,16584.7,13475.4,,13839.5,12181.7,218.4,105.41,269564,467115,42.7,14.4,156602.4
575,Карачаево-Черкесская Республика,2017,1,        Карачаево-Черкесская Республика,        Карачаево-Черкесская Республика,Карачаево-Черкесская Респ.,        Карачаево-Черкесская Республика,Karachay-Cherkess,25,128,124,476,327,35,114,,,,,11310.4,12403.8,9042,,9029.7,7754.2,160.1,101.88,266726,466369,42.7,13.5,
576,Кемеровская область,1994,1,        Кемеровская область,        Кемеровская область,Кемеровская область,        Кемеровская область,Kemerovo,27,,,,,,,,,,,,,,,,,,,1745382,3068848,86.73,,
577,Кемеровская область,1995,1,        Кемеровская область,        Кемеровская область,Кемеровская область,        Кемеровская область,Kemerovo,27,,,,,,,,,,,,,,,,,101.5,,1745827,3056368,86.66,,
578,Кемеровская область,1996,1,        Кемеровская область,        Кемеровская область,Кемеровская область,        Кемеровская область,Kemerovo,27,,,,,,,,,,,,,,,,,117.9,,1746661,3036025,86.62,,15627
579,Кемеровская область,1997,1,        Кемеровская область,        Кемеровская область,Кемеровская область,        Кемеровская область,Kemerovo,27,,,,,,,,,,,,,,,,,126.5,,1751950,3013419,86.61,,14310.1
580,Кемеровская область,1998,1,        Кемеровская область,        Кемеровская область,Кемеровская область,        Кемеровская область,Kemerovo,27,,,,,,,,,,,445.9,,,,,,83.4,,1767360,2993848,86.57,,14326.3
581,Кемеровская область,1999,1,        Кемеровская область,        Кемеровская область,Кемеровская область,        Кемеровская область,Kemerovo,27,,,4881,3474,439,968,,,,,578,,,,,,76.9,,1781717,2974413,86.48,,21682.1
582,Кемеровская область,2000,1,        Кемеровская область,        Кемеровская область,Кемеровская область,        Кемеровская область,Kemerovo,27,,,5006,3569,443,994,,,,,852.6,,,,,,92.3,,1791596,2952850,86.52,10.6,30047.8
583,Кемеровская область,2001,1,        Кемеровская область,        Кемеровская область,Кемеровская область,        Кемеровская область,Kemerovo,27,,,5066,3579,472,1015,,,,,1154,,,,,,98.2,,1794191,2930034,86.68,9.9,38839.7
584,Кемеровская область,2002,1,        Кемеровская область,        Кемеровская область,Кемеровская область,        Кемеровская область,Kemerovo,27,,,5001,3627,435,939,,,,,1470,,,,,,105.2,113.94,1801412,2905605,86.69,9.3,46860.1
585,Кемеровская область,2003,1,        Кемеровская область,        Кемеровская область,Кемеровская область,        Кемеровская область,Kemerovo,27,,,4964,3648,401,915,,,,,1762,,,,,,116.8,111.78,1803247,2877776,86.8,9.9,57302.3
586,Кемеровская область,2004,1,        Кемеровская область,        Кемеровская область,Кемеровская область,        Кемеровская область,Kemerovo,27,,,4974,3657,390,927,,,,,2037.8,,,,,,122.5,111.18,1795677,2847534,85.1,9.9,85850.4
587,Кемеровская область,2005,1,        Кемеровская область,        Кемеровская область,Кемеровская область,        Кемеровская область,Kemerovo,27,,,4934,3650,361,923,,,,,2553.7,,,,,,134.8,110.54,1783627,2819452,85.1,8.6,104764.5
588,Кемеровская область,2006,1,        Кемеровская область,        Кемеровская область,Кемеровская область,        Кемеровская область,Kemerovo,27,,,4856,3658,328,870,,,,,2860.3,,,,,,115.1,108.17,1768856,2795970,85.2,7.4,122394.2
589,Кемеровская область,2007,1,        Кемеровская область,        Кемеровская область,Кемеровская область,        Кемеровская область,Kemerovo,27,825,805,4752,3634,281,837,,,,,3687.4,,,,,,135.1,109.84,1756682,2783115,85.2,6.2,157302.2
590,Кемеровская область,2008,1,        Кемеровская область,        Кемеровская область,Кемеровская область,        Кемеровская область,Kemerovo,27,830,809,4699,3634,261,804,,,,,4571.7,,,,,,145.2,112.2,1739946,2778294,85.2,6.6,207286.2
591,Кемеровская область,2009,1,        Кемеровская область,        Кемеровская область,Кемеровская область,        Кемеровская область,Kemerovo,27,842,,4660,3654,225,781,,,,,6204.9,,,,,,187.8,107.67,1714921,2774661,85.3,9.7,184674.1
592,Кемеровская область,2010,1,        Кемеровская область,        Кемеровская область,Кемеровская область,        Кемеровская область,Kemerovo,27,855,832,4630,3702,219,709,13654,11611,696,1347,7570.4,,,,,,202.5,107.92,1685336,2767109,85.4,8.9,226198.1
593,Кемеровская область,2011,1,        Кемеровская область,        Кемеровская область,Кемеровская область,        Кемеровская область,Kemerovo,27,863,838,4637,3781,229,627,15025,12978,720,1327,8250.9,,,,,,205.5,106.47,1654907,2756042,85.4,8.1,272564.2
594,Кемеровская область,2012,1,        Кемеровская область,        Кемеровская область,Кемеровская область,        Кемеровская область,Kemerovo,27,870,844,4586,3795,196,595,15373,13360,722,1291,9139.1,,,,,,207,107.52,1622222,2746639,85.5,7.1,261527.1
595,Кемеровская область,2013,1,        Кемеровская область,        Кемеровская область,Кемеровская область,        Кемеровская область,Kemerovo,27,876,850,4612,3777,191,644,15536,13500,725,1311,10008.4,,,,,,185,106.73,1589287,2738262,85.6,6,243932.3
596,Кемеровская область,2014,1,        Кемеровская область,        Кемеровская область,Кемеровская область,        Кемеровская область,Kemerovo,27,884,,4609,3804,183,622,15812,13811,730,1271,10891.4,,,,,,177.8,111.91,1557160,2729533,85.7,6.2,275513.8
597,Кемеровская область,2015,1,        Кемеровская область,        Кемеровская область,Кемеровская область,        Кемеровская область,Kemerovo,27,890,863,4533,3742,181,610,16359,14405,717,1237,12107.5,12762.9,8962.6,,9084.1,9208.2,175.2,111.48,1526208,2721309,85.8,7.7,309904.3
598,Кемеровская область,2016,1,        Кемеровская область,        Кемеровская область,Кемеровская область,        Кемеровская область,Kemerovo,27,897,868,4502,3710,171,621,17940,15986,693,1261,17463.4,18114.4,14189.7,,14480.2,14376.9,247.2,104.53,1500737,2713235,85.8,7.9,316263.9
599,Кемеровская область,2017,1,        Кемеровская область,        Кемеровская область,Кемеровская область,        Кемеровская область,Kemerovo,27,899,869,4477,3680,165,632,,,,,13336.6,14098.8,9730.6,,9652,10027.7,186.2,102.06,1475515,2701860,86,7.1,
600,Кировская область,1994,1,        Кировская область,        Кировская область,Кировская область,        Кировская область,Kirov,31,,,,,,,,,,,,,,,,,,,890343,1627934,70.02,,
601,Кировская область,1995,1,        Кировская область,        Кировская область,Кировская область,        Кировская область,Kirov,31,,,,,,,,,,,,,,,,,104.2,,889098,1616418,70.31,,
602,Кировская область,1996,1,        Кировская область,        Кировская область,Кировская область,        Кировская область,Kirov,31,,,,,,,,,,,,,,,,,128.4,,888722,1602709,70.53,,8793.4
603,Кировская область,1997,1,        Кировская область,        Кировская область,Кировская область,        Кировская область,Kirov,31,,,,,,,,,,,,,,,,,127.7,,890968,1588704,70.79,,9882.8
604,Кировская область,1998,1,        Кировская область,        Кировская область,Кировская область,        Кировская область,Kirov,31,,,,,,,,,,,412.2,,,,,,97.1,,897428,1575106,71,,9978.7
605,Кировская область,1999,1,        Кировская область,        Кировская область,Кировская область,        Кировская область,Kirov,31,,,7084,4813,784,1487,,,,,526.7,,,,,,79,,905246,1561165,70.89,,16164.9
606,Кировская область,2000,1,        Кировская область,        Кировская область,Кировская область,        Кировская область,Kirov,31,,,7067,5058,734,1275,,,,,843.7,,,,,,92.1,,910629,1545187,71.24,8.2,23165.6
607,Кировская область,2001,1,        Кировская область,        Кировская область,Кировская область,        Кировская область,Kirov,31,,,6816,4876,735,1205,,,,,1169,,,,,,102.9,,910158,1527573,71.56,7.7,27297.1
608,Кировская область,2002,1,        Кировская область,        Кировская область,Кировская область,        Кировская область,Kirov,31,,,6302,4629,588,1085,,,,,1474,,,,,,110.4,113.94,913108,1508672,71.83,6.8,33124
609,Кировская область,2003,1,        Кировская область,        Кировская область,Кировская область,        Кировская область,Kirov,31,,,6218,4655,540,1023,,,,,1755.9,,,,,,115.7,113.25,912244,1485729,72.2,7.3,38900.6
610,Кировская область,2004,1,        Кировская область,        Кировская область,Кировская область,        Кировская область,Kirov,31,,,6221,4640,511,1070,,,,,2004.7,,,,,,118,111.61,904112,1458918,72.9,8.6,48464.8
611,Кировская область,2005,1,        Кировская область,        Кировская область,Кировская область,        Кировская область,Kirov,31,,,6138,4639,473,1026,,,,,2495.7,,,,,,122.2,111.25,893621,1432001,72.3,7.2,55726.6
612,Кировская область,2006,1,        Кировская область,        Кировская область,Кировская область,        Кировская область,Kirov,31,,,6064,4712,415,937,,,,,2783.4,,,,,,122.7,109.55,879539,1407331,72.6,7.9,68958.3
613,Кировская область,2007,1,        Кировская область,        Кировская область,Кировская область,        Кировская область,Kirov,31,426,411,5945,4680,367,898,,,,,3582.1,,,,,,120.2,112.78,863257,1387700,73.1,5.8,85144.4
614,Кировская область,2008,1,        Кировская область,        Кировская область,Кировская область,        Кировская область,Kirov,31,427,412,5826,4638,331,857,,,,,4401.7,,,,,,128.7,114.21,846934,1372193,73.3,7.2,110127.9
615,Кировская область,2009,1,        Кировская область,        Кировская область,Кировская область,        Кировская область,Kirov,31,430,,5759,4663,270,826,,,,,5962.1,,,,,,157.1,108.53,827262,1358848,73.6,10.9,107680.4
616,Кировская область,2010,1,        Кировская область,        Кировская область,Кировская область,        Кировская область,Kirov,31,438,422,5740,4763,254,723,7850,6903,361,586,7419.2,,,,,,170,110.89,806745,1345725,74.1,8.6,128073.7
617,Кировская область,2011,1,        Кировская область,        Кировская область,Кировская область,        Кировская область,Kirov,31,442,424,5691,4808,254,629,8584,7656,360,568,8063.7,,,,,,176.9,106.68,787291,1333336,74.5,8.3,146451.8
618,Кировская область,2012,1,        Кировская область,        Кировская область,Кировская область,        Кировская область,Kirov,31,445,427,5625,4769,237,619,8766,7844,357,565,8917,,,,,,181.1,106.86,767121,1323496,74.8,7.1,157541.4
619,Кировская область,2013,1,        Кировская область,        Кировская область,Кировская область,        Кировская область,Kirov,31,448,430,5675,4763,217,695,8964,8056,350,558,9762,,,,,,171.9,107.31,746785,1315003,75.1,5.6,170457.6
620,Кировская область,2014,1,        Кировская область,        Кировская область,Кировская область,        Кировская область,Kirov,31,452,,5564,4690,201,673,9102,8196,345,561,10574.7,,,,,,168.1,111,727694,1307639,75.6,5.1,194311.6
621,Кировская область,2015,1,        Кировская область,        Кировская область,Кировская область,        Кировская область,Kirov,31,455,436,5461,4601,191,669,9525,8681,300,544,11756.1,12308,7638.2,,7885.1,8709.4,154.7,111.13,708359,1300911,75.9,5.3,216918
622,Кировская область,2016,1,        Кировская область,        Кировская область,Кировская область,        Кировская область,Kirov,31,460,440,5463,4563,175,725,10412,9536,300,576,17086.9,17630.4,12878.5,,13162,14005.7,224.9,104.56,691955,1294579,76.3,5.4,224776
623,Кировская область,2017,1,        Кировская область,        Кировская область,Кировская область,        Кировская область,Kirov,31,461,441,5429,4481,163,785,,,,,13036.3,13636.6,8415.6,,8317.8,9998.2,166.1,102.01,675859,1287461,76.8,5.3,
624,Костромская область,1994,1,        Костромская область,        Костромская область,Костромская область,        Костромская область,Kostroma,33,,,,,,,,,,,,,,,,,,,430707,795331,66.46,,
625,Костромская область,1995,1,        Костромская область,        Костромская область,Костромская область,        Костромская область,Kostroma,33,,,,,,,,,,,,,,,,,122.7,,429328,791303,66.71,,
626,Костромская область,1996,1,        Костромская область,        Костромская область,Костромская область,        Костромская область,Kostroma,33,,,,,,,,,,,,,,,,,145.6,,428213,785279,66.97,,9104.8
627,Костромская область,1997,1,        Костромская область,        Костромская область,Костромская область,        Костромская область,Kostroma,33,,,,,,,,,,,,,,,,,156.5,,428773,778999,66.07,,10268
628,Костромская область,1998,1,        Костромская область,        Костромская область,Костромская область,        Костромская область,Kostroma,33,,,,,,,,,,,392.1,,,,,,111,,431789,772844,66.34,,10971.7
629,Костромская область,1999,1,        Костромская область,        Костромская область,Костромская область,        Костромская область,Kostroma,33,,,7004,4871,865,1268,,,,,506.6,,,,,,96.7,,434845,765787,66.56,,17450.4
630,Костромская область,2000,1,        Костромская область,        Костромская область,Костромская область,        Костромская область,Kostroma,33,,,7509,5277,867,1365,,,,,821.7,,,,,,99.6,,436789,757942,66.82,8.8,21984.7
631,Костромская область,2001,1,        Костромская область,        Костромская область,Костромская область,        Костромская область,Kostroma,33,,,7533,5513,810,1210,,,,,1142,,,,,,108.7,,435420,748973,67.12,5.9,29668.3
632,Костромская область,2002,1,        Костромская область,        Костромская область,Костромская область,        Костромская область,Kostroma,33,,,7119,5358,717,1044,,,,,1446,,,,,,112.2,116,436840,739208,67.45,5,35109.5
633,Костромская область,2003,1,        Костромская область,        Костромская область,Костромская область,        Костромская область,Kostroma,33,,,7214,5498,716,1000,,,,,1720.9,,,,,,114.3,113.53,438049,728798,67.9,6.1,40741.1
634,Костромская область,2004,1,        Костромская область,        Костромская область,Костромская область,        Костромская область,Kostroma,33,,,7590,5773,768,1049,,,,,1967.9,,,,,,114.8,112.94,435786,717560,68.1,5.9,52661
635,Костромская область,2005,1,        Костромская область,        Костромская область,Костромская область,        Костромская область,Kostroma,33,,,7667,5825,795,1047,,,,,2453.6,,,,,,120,109.24,431644,705870,68.6,4.9,63304.4
636,Костромская область,2006,1,        Костромская область,        Костромская область,Костромская область,        Костромская область,Kostroma,33,,,7752,5941,814,997,,,,,2730.7,,,,,,115.5,108.54,426459,694788,69.1,4.9,78226.9
637,Костромская область,2007,1,        Костромская область,        Костромская область,Костромская область,        Костромская область,Kostroma,33,220,207,7772,5996,834,942,,,,,3525.7,,,,,,119.9,113.06,421216,686616,69.2,3.3,95687.2
638,Костромская область,2008,1,        Костромская область,        Костромская область,Костромская область,        Костромская область,Kostroma,33,218,205,7698,5986,828,884,,,,,4327.4,,,,,,122.9,113.31,415415,680605,69.4,4.9,119071.5
639,Костромская область,2009,1,        Костромская область,        Костромская область,Костромская область,        Костромская область,Kostroma,33,219,,7575,6089,634,852,,,,,5852.6,,,,,,148.3,108.81,407203,675366,69.6,8.2,116856.2
640,Костромская область,2010,1,        Костромская область,        Костромская область,Костромская область,        Костромская область,Kostroma,33,220,207,7388,5994,623,771,4233,3278,675,280,7249.2,,,,,,156.3,110.85,398406,669665,70,6,146536.9
641,Костромская область,2011,1,        Костромская область,        Костромская область,Костромская область,        Костромская область,Kostroma,33,221,208,7252,5990,602,660,4636,3686,669,281,7863.3,,,,,,159.9,105.67,389982,664078,70.2,5.1,175626.6
642,Костромская область,2012,1,        Костромская область,        Костромская область,Костромская область,        Костромская область,Kostroma,33,222,208,7205,5973,587,645,4780,3828,671,281,8669.6,,,,,,161.6,107.45,382291,660335,70.5,4.8,198142.5
